Distributeur,tconst,Année_de_Sortie,Genre,Réalisateur_id,Réalisateur,Acteur_Id,Acteur,Actrice_Id,Actrice,Id_film,original_language,Titre,Synopsis,Popularité,Affiche_de_Film,Pays,Revenues,Durée,Langues,Note,Nombre_de_Vote,Catégorie
UNKNOWN,tt8244784,2020.0,"Action,Horror,Thriller",nm0957505,Craig Zobel,nm0054697|nm0245145|nm0839486|nm0077512|nm4699627,"Ike Barinholtz,Wayne Duvall,Ethan Suplee,Christopher Berry,Sturgill Simpson",nm2365811|nm0005476|nm0731075|nm2607692|nm0001496,"Betty Gilpin,Hilary Swank,Emma Roberts,Kate Nowlin,Amy Madigan",514847,en,The Hunt,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",38.759,/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg,"['JP', 'US']",10550350,90,"['ar', 'hr', 'en']",6.659,2702,Blockbuster Américain
UNKNOWN,tt8332922,2020.0,"Drama,Horror,Sci-Fi",nm1024677,John Krasinski,nm0614165|nm1024677|nm7415871|nm0005023|nm3916460,"Cillian Murphy,John Krasinski,Noah Jupe,Djimon Hounsou,Okieriete Onaodowan",nm1289434|nm8075925,"Emily Blunt,Millicent Simmonds",520763,en,A Quiet Place Part II,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",98.551,/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,['US'],297400000,97,['en'],7.528,5323,Blockbuster Américain
UNKNOWN,tt8350360,2019.0,"Horror,Mystery,Thriller",nm2477891,Gary Dauberman,nm0933940|nm7630848|nm1042946,"Patrick Wilson,Michael Cimino,Michael Patrick McGill",nm0267812|nm5085683|nm5589690|nm4396442|nm5343317,"Vera Farmiga,Mckenna Grace,Madison Iseman,Katie Sarife,Samara Lee",521029,en,Annabelle Comes Home,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.",54.731,/qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg,['US'],231252591,106,['en'],6.44,3056,Blockbuster Américain
UNKNOWN,tt8364368,2019.0,"Action,Horror,Thriller",nm0014960,Alexandre Aja,nm0001608|nm5105119|nm8462585|nm5087756|nm6978918,"Barry Pepper,Ross Anderson,Jose Palma,George Somner,Anson Boon",nm2546012|nm6077056|nm3615400|nm10133163,"Kaya Scodelario,Morfydd Clark,Ami Metcalf,Tina Pribicevic",511987,en,Crawl,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",33.98,/mKxpYRIrCZLxZjNqpocJ2RdQW8v.jpg,"['CA', 'RS', 'US']",91542097,88,['en'],6.311,2741,Blockbuster Américain
UNKNOWN,tt8367814,2019.0,"Action,Comedy,Crime",nm0005363,Guy Ritchie,nm0000190|nm0402271|nm0834989|nm0268199|nm6525901,"Matthew McConaughey,Charlie Hunnam,Jeremy Strong,Colin Farrell,Henry Golding",nm1890784|nm1869872,"Michelle Dockery,Lyne Renée",522627,en,The Gentlemen,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",30.181,/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,"['US', 'GB']",115171795,113,['en'],7.685,4844,Blockbuster Américain
UNKNOWN,tt8404614,2019.0,"Biography,Drama",nm0576987,Fernando Meirelles,nm0000596|nm0000596|nm0000164|nm0000164|nm1375877,"Jonathan Pryce,Jonathan Pryce,Anthony Hopkins,Anthony Hopkins,Juan Minujín",nm0051822|nm1160577,"Cristina Banegas,María Ucedo",551332,en,The Two Popes,"Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.",13.601,/4d4mTSfDIFIbUbMLUfaKodvxYXA.jpg,['US'],232638,125,"['en', 'fr', 'de', 'it', 'la', 'pt', 'es']",7.52,2590,Blockbuster Américain
UNKNOWN,tt8623904,2019.0,"Comedy,Drama,Fantasy",nm0082450,Paul Feig,nm0410667|nm2360755|nm3163392|nm8864153,"Boris Isakovic,Maxim Baldry,John-Luke Roberts,Bilal Zafar",nm10916154|nm0000668|nm8838405|nm3592338|nm3518982,"Madison Ingoldsby,Emma Thompson,Lucy Miller,Emilia Clarke,Margaret Clunie",549053,en,Last Christmas,"Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.",16.239,/kDEjffiKgjuGo2DRzsqfjvW0CQh.jpg,"['GB', 'US']",121550750,102,"['zh', 'fr', 'hr', 'en']",7.239,2086,Blockbuster Américain
UNKNOWN,tt8629748,2020.0,"Action,Comedy,Crime",nm0000916,Peter Berg,nm0000242|nm6328300|nm0000273|nm0309461|nm0940158,"Mark Wahlberg,Winston Duke,Alan Arkin,Michael Gaston,Bokeem Woodbine",nm2955597|nm0131974,"Iliza Shlesinger,Colleen Camp",581600,en,Spenser Confidential,"Spenser, a former Boston patrolman who just got out from prison, teams up with Hawk, an aspiring fighter, to unravel the truth behind the death of two police officers.",17.294,/fePczipv6ZzDO2uoww4vTAu2Sq3.jpg,['US'],0,110,"['en', 'es']",6.539,2027,Blockbuster Américain
UNKNOWN,tt8633478,2020.0,"Drama,Horror,Mystery",nm3792134,Aneesh Chaganty,nm0372366|nm5813845|nm0285179,"Pat Healy,Erik Athavale,Ernie Foort",nm0005299|nm0005299|nm6266674|nm6266674|nm3337639,"Sarah Paulson,Sarah Paulson,Kiera Allen,Kiera Allen,Sara Sohn",546121,en,Run,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",25.153,/ilHG4EayOVoYeKqslspY3pR4wzC.jpg,['US'],3400000,90,['en'],7.354,2102,Blockbuster Américain
UNKNOWN,tt8760708,2022.0,"Horror,Sci-Fi,Thriller",nm2067421,Gerard Johnstone,nm5307044|nm2755723|nm2999479,"Ronny Chieng,Brian Jordan Alvarez,Stephane Garneau",nm4129745|nm8627157|nm13143634|nm6761813|nm1951089,"Allison Williams,Violet McGraw,Amie Donald,Jenna Davis,Jen Van Epps",536554,en,M3GAN,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",471.872,/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,['US'],176830912,102,['en'],7.354,2546,Blockbuster Américain
UNKNOWN,tt8784956,2020.0,"Action,Crime,Drama",nm0853238,Tate Taylor,nm0000518|nm0996669|nm0344435|nm0268199|nm2788450,"John Malkovich,Common,Ioan Gruffudd,Colin Farrell,Efka Kvaraciejus",nm1567113|nm0000133|nm1422176|nm9537602|nm0001040,"Jessica Chastain,Geena Davis,Jess Weixler,Diana Silvers,Joan Chen",539885,en,Ava,A black ops assassin is forced to fight for her own survival after a job goes dangerously wrong.,44.791,/qzA87Wf4jo1h8JMk9GilyIYvwsA.jpg,['US'],2987741,96,"['de', 'fr', 'en']",5.793,2246,Blockbuster Américain
UNKNOWN,tt8936646,2020.0,"Action,Crime,Thriller",nm1092087,Sam Hargrave,nm1165110|nm11523062|nm11523063|nm7287299|nm2534972,"Chris Hemsworth,Bryon Lerum,Ryder Lerum,Rudhraksh Jaiswal,Shivam Vichare",nm11523064|nm10365666|nm10365666,"Sara Rumao,Aarti Kulkarni,Aarti Kulkarni",545609,en,Extraction,"Tyler Rake, a fearless mercenary who offers his services on the black market, embarks on a dangerous mission when he is hired to rescue the kidnapped son of a Mumbai crime lord.",49.376,/nygOUcBKPHFTbxsYRFZVePqgPK6.jpg,['US'],0,116,"['bn', 'en', 'hi']",7.344,4945,Blockbuster Américain
UNKNOWN,tt8946378,2019.0,"Comedy,Crime,Drama",nm0426059,Rian Johnson,nm0185819|nm0262635|nm0788335|nm0000467|nm3147751,"Daniel Craig,Chris Evans,Michael Shannon,Don Johnson,LaKeith Stanfield",nm1869101|nm0000130|nm0001057|nm7692698,"Ana de Armas,Jamie Lee Curtis,Toni Collette,Katherine Langford",546554,en,Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",41.346,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,['US'],312897920,131,"['es', 'en']",7.853,10665,Blockbuster Américain
UNKNOWN,tt8954732,2018.0,"Comedy,Drama,Family",nm0737517,Mike Rohl,nm4112253|nm2964642|nm2855554|nm0235206|nm0811629,"Sam Palladio,Nick Sagar,Mark Fleischmann,Pavel Douglas,Robin Soans",nm1227814|nm1227814|nm10238213|nm0105855|nm0829815,"Vanessa Hudgens,Vanessa Hudgens,Alexa Adeosun,Suanne Braun,Sara Stewart",556803,en,The Princess Switch,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",14.972,/A8XgZE8CsHiYN243MEd07GLCep.jpg,['US'],0,101,['en'],7.032,2060,Blockbuster Américain
UNKNOWN,tt9032400,2021.0,"Action,Adventure,Fantasy",nm2125482,Chloé Zhao,nm0534635|nm3229685|nm3529685|nm3109964|nm4422686,"Richard Madden,Kit Harington,Kumail Nanjiani,Brian Tyree Henry,Barry Keoghan",nm2110418|nm0001401|nm0000161|nm7186321|nm4248765,"Gemma Chan,Angelina Jolie,Salma Hayek,Lia McHugh,Lauren Ridloff",524434,en,Eternals,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",129.089,/lFByFSLV5WDJEv3KabbdAF959F2.jpg,"['CA', 'US']",402064899,156,"['ar', 'en', 'hi', 'la', 'es']",6.972,7095,Blockbuster Américain
UNKNOWN,tt9114286,2022.0,"Action,Adventure,Drama",nm3363032,Ryan Coogler,nm6328300|nm2204178|nm0293509,"Winston Duke,Tenoch Huerta,Martin Freeman",nm4004793|nm2143282|nm1775091|nm0000291|nm0000506,"Letitia Wright,Lupita Nyong'o,Danai Gurira,Angela Bassett,Julia Louis-Dreyfus",505642,en,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",620.645,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,['US'],859102154,162,"['en', 'fr', 'ht', 'es', 'xh']",7.272,4745,Blockbuster Américain
UNKNOWN,tt9243946,2019.0,"Crime,Drama,Thriller",nm0319213,Vince Gilligan,nm0666739|nm0052186|nm2804503|nm1889973|nm0856086,"Aaron Paul,Jonathan Banks,Matt Jones,Charles Baker,Todd Terry",nm0669071,Julie Pearl,559969,en,El Camino: A Breaking Bad Movie,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",23.821,/ePXuKdXZuJx8hHMNr2yM4jY2L7Z.jpg,['US'],0,123,['en'],6.942,4270,Blockbuster Américain
UNKNOWN,tt9354842,2020.0,"Comedy,Drama,Romance",nm0277342,Michael Fimognari,nm3170207|nm3332894|nm5224900|nm6805740,"Noah Centineo,Jordan Fisher,Ross Butler,Trezzo Mahoro",nm7093076|nm8264172|nm0663546|nm4699715|nm3908228,"Lana Condor,Anna Cathcart,Janel Parrish,Madeleine Arthur,Emilija Baranac",565426,en,To All the Boys: P.S. I Still Love You,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,22.735,/maib5VlmEqp5xlN8lptnBSftp2o.jpg,['US'],0,102,['en'],6.873,2342,Blockbuster Américain
UNKNOWN,tt9376612,2021.0,"Action,Adventure,Fantasy",nm2308774,Destin Daniel Cretton,nm4855517|nm4855517|nm0504897|nm0001426|nm0950757,"Simu Liu,Simu Liu,Tony Leung Chiu-wai,Ben Kingsley,Wah Yuen",nm5377144|nm12000124|nm2371196|nm0000706,"Awkwafina,Meng'er Zhang,Fala Chen,Michelle Yeoh",566525,en,Shang-Chi and the Legend of the Ten Rings,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,122.556,/d08HqqeBQSwN8i8MEvpsZ8Cb438.jpg,['US'],432243292,132,"['en', 'zh']",7.617,8014,Blockbuster Américain
UNKNOWN,tt9419884,2022.0,"Action,Adventure,Fantasy",nm0000600,Sam Raimi,nm1212722|nm0252230|nm0938950|nm4810527|nm6623135,"Benedict Cumberbatch,Chiwetel Ejiofor,Benedict Wong,Jett Klyne,Julian Hilliard",nm0647634|nm0647634|nm7961780|nm1046097|nm2017943,"Elizabeth Olsen,Elizabeth Olsen,Xochitl Gomez,Rachel McAdams,Hayley Atwell",453395,en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",203.873,/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,['US'],952224986,126,"['cn', 'en', 'es']",7.382,7372,Blockbuster Américain
UNKNOWN,tt9421570,2021.0,"Crime,Drama,Thriller",nm0298807,Antoine Fuqua,nm0350453|nm0765597|nm2345856|nm0000160|nm3244078,"Jake Gyllenhaal,Peter Sarsgaard,Eli Goree,Ethan Hawke,David Castañeda",nm2142336|nm0896292|nm5007768|nm11370123,"Riley Keough,Christina Vidal,Da'Vine Joy Randolph,Christiana Montoya",567748,en,The Guilty,A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,26.992,/m8aR1k35oZMOzZ1kYWUyt401mwq.jpg,['US'],0,91,['en'],6.408,2161,Blockbuster Américain
UNKNOWN,tt9484998,2020.0,"Comedy,Fantasy,Mystery",nm3817317,Max Barbakow,nm1676221|nm0799777|nm0001251|nm0388382|nm3616779,"Andy Samberg,J.K. Simmons,Peter Gallagher,Tyler Hoechlin,Chris Pang",nm2129662|nm2993517|nm6161516|nm0005283|nm0820053,"Cristin Milioti,Meredith Hagner,Camila Mendes,Jacqueline Obradors,June Squibb",587792,en,Palm Springs,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other.",17.458,/yf5IuMW6GHghu39kxA0oFx7Bxmj.jpg,['US'],164000,90,"['en', 'es']",7.328,2519,Blockbuster Américain
UNKNOWN,tt9620292,2020.0,"Crime,Drama,Mystery",nm2193504,Emerald Fennell,nm3102998|nm0000317|nm0111013|nm2200658|nm3931538,"Bo Burnham,Clancy Brown,Adam Brody,Ray Nicholson,Sam Richardson",nm1659547|nm1555340|nm0177639|nm1209545,"Carey Mulligan,Alison Brie,Jennifer Coolidge,Laverne Cox",582014,en,Promising Young Woman,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",21.051,/73QoFJFmUrJfDG2EynFjNc5gJxk.jpg,['US'],13868965,114,['en'],7.492,2583,Blockbuster Américain
UNKNOWN,tt9639470,2021.0,"Drama,Horror,Mystery",nm0942367,Edgar Wright,nm1741002|nm0532067|nm3915767,"Matt Smith,Colin Mace,Michael Ajao",nm5057169|nm5896355|nm0001671|nm4216045|nm0878240,"Thomasin McKenzie,Anya Taylor-Joy,Diana Rigg,Aimée,Rita Tushingham",576845,en,Last Night in Soho,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",32.035,/ahbwIJl7T0D34m3sPKlBaCqs2xH.jpg,['GB'],22957625,117,['en'],7.416,2466,Blockbuster Américain
UNKNOWN,tt9764362,2022.0,"Comedy,Horror,Thriller",nm0617042,Mark Mylod,nm0000146|nm0396558|nm0011882|nm0000491|nm0083714,"Ralph Fiennes,Nicholas Hoult,Paul Adelstein,John Leguizamo,Reed Birney",nm5896355|nm2186865|nm0005216|nm2948025|nm0509937,"Anya Taylor-Joy,Hong Chau,Janet McTeer,Aimee Carrero,Judith Light",593643,en,The Menu,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",65.439,/fPtUgMcLIboqlTlPrq0bQpKK8eq.jpg,['US'],79628200,107,"['en', 'es']",7.216,3075,Blockbuster Américain
UNKNOWN,tt9777666,2021.0,"Action,Adventure,Drama",nm0003021,Chris McKay,nm0695435|nm0799777|nm3931538|nm0388064|nm5469428,"Chris Pratt,J.K. Simmons,Sam Richardson,Edwin Hodge,Keith Powers",nm2088803|nm2365811|nm8567129|nm8740834|nm0707476,"Yvonne Strahovski,Betty Gilpin,Jasmine Mathews,Ryan Kiera Armstrong,Mary Lynn Rajskub",588228,en,The Tomorrow War,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",91.254,/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg,['US'],14400000,138,['en'],7.5,2501,Blockbuster Américain
UNKNOWN,tt9893250,2020.0,"Comedy,Crime,Drama",nm2128335,J Blakeson,nm0227759|nm0582149|nm0926086|nm0086301|nm0949433,"Peter Dinklage,Chris Messina,Isiah Whitlock Jr.,Macon Blair,Damian Young",nm0683253|nm2555462|nm0001848|nm0001860,"Rosamund Pike,Eiza González,Dianne Wiest,Alicia Witt",601666,en,I Care a Lot,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,22.046,/gKnhEsjNefpKnUdAkn7INzIFLSu.jpg,"['GB', 'US']",0,119,['en'],6.64,2308,Blockbuster Américain
